Column|suffix|Analysis_Column|OriginalColumn|Format|QuestionText|dtcode
q10COL2_Total_africa|_africa|q10COL2_hidden489|q10COL2_Total|CURRENCY|AFRICAN TOTAL - Separate accounts investing directly into real estate|44_59
q10COL3_Total_africa|_africa|q10COL3_hidden490|q10COL3_Total|CURRENCY|AFRICAN TOTAL - Separate accounts investing into indirect vehicles|44_60
q10COL4_Total_africa|_africa|q10COL4_hidden491|q10COL4_Total|CURRENCY|AFRICAN TOTAL - Joint ventures and club deals|44_61
q10COL5_Total_africa|_africa|q10COL5_hidden492|q10COL5_Total|CURRENCY|AFRICAN TOTAL - Funds of funds|44_62
q10COL6_Total_africa|_africa|q10COL6_hidden493|q10COL6_Total|CURRENCY|AFRICAN TOTAL - Non-listed debt products|44_63
q10GRANDTotal_africa|_africa|q10GRANDTotal_hidden494|q10GRANDTotal|CURRENCY|AFRICAN TOTAL Capital Raised in 2020 for your African strategy by investor type|44_64
_africa|_africa||||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by investor domicile (million)?|45
q111_1_africa|_africa|q111_1495|q111_1|CURRENCY|AFRICAN: Asia Pacific - Non-listed/ commingled real estate funds/private REITs|45_1
q111_2_africa|_africa|q111_2496|q111_2|CURRENCY|AFRICAN: Asia Pacific - Separate accounts investing directly into real estate|45_2
q111_3_africa|_africa|q111_3497|q111_3|CURRENCY|AFRICAN: Asia Pacific - Separate accounts investing into indirect vehicles|45_3
q111_4_africa|_africa|q111_4498|q111_4|CURRENCY|AFRICAN: Asia Pacific - Joint ventures and club deals|45_4
q111_5_africa|_africa|q111_5499|q111_5|CURRENCY|AFRICAN: Asia Pacific - Funds of funds|45_5
q111_6_africa|_africa|q111_6500|q111_6|CURRENCY|AFRICAN: Asia Pacific - Non-listed debt products|45_6
q11ROW1_Total_africa|_africa|q11ROW1_hidden501|q11ROW1_Total|CURRENCY|AFRICAN: Asia Pacific - TOTAL|45_7
q112_1_africa|_africa|q112_1502|q112_1|CURRENCY|AFRICAN: Europe - Non-listed/ commingled real estate funds/private REITs|45_8
q112_2_africa|_africa|q112_2503|q112_2|CURRENCY|AFRICAN: Europe - Separate accounts investing directly into real estate|45_9
q112_3_africa|_africa|q112_3504|q112_3|CURRENCY|AFRICAN: Europe - Separate accounts investing into indirect vehicles|45_10
q112_4_africa|_africa|q112_4505|q112_4|CURRENCY|AFRICAN: Europe - Joint ventures and club deals|45_11
q112_5_africa|_africa|q112_5506|q112_5|CURRENCY|AFRICAN: Europe - Funds of funds|45_12
q112_6_africa|_africa|q112_6507|q112_6|CURRENCY|AFRICAN: Europe - Non-listed debt products|45_13
q11ROW2_Total_africa|_africa|q11ROW2_hidden508|q11ROW2_Total|CURRENCY|AFRICAN: Europe - TOTAL|45_14
q113_1_africa|_africa|q113_1509|q113_1|CURRENCY|AFRICAN: North America - Non-listed/ commingled real estate funds/private REITs|45_15
q113_2_africa|_africa|q113_2510|q113_2|CURRENCY|AFRICAN: North America - Separate accounts investing directly into real estate|45_16
q113_3_africa|_africa|q113_3511|q113_3|CURRENCY|AFRICAN: North America - Separate accounts investing into indirect vehicles|45_17
q113_4_africa|_africa|q113_4512|q113_4|CURRENCY|AFRICAN: North America - Joint ventures and club deals|45_18
q113_5_africa|_africa|q113_5513|q113_5|CURRENCY|AFRICAN: North America - Funds of funds|45_19
q113_6_africa|_africa|q113_6514|q113_6|CURRENCY|AFRICAN: North America - Non-listed debt products|45_20
q11ROW3_Total_africa|_africa|q11ROW3_hidden515|q11ROW3_Total|CURRENCY|AFRICAN: North America - TOTAL|45_21
q114_1_africa|_africa|q114_1516|q114_1|CURRENCY|AFRICAN: South America - Non-listed/ commingled real estate funds/private REITs|45_22
q114_2_africa|_africa|q114_2517|q114_2|CURRENCY|AFRICAN: South America - Separate accounts investing directly into real estate|45_23
q114_3_africa|_africa|q114_3518|q114_3|CURRENCY|AFRICAN: South America - Separate accounts investing into indirect vehicles|45_24
q114_4_africa|_africa|q114_4519|q114_4|CURRENCY|AFRICAN: South America - Joint ventures and club deals|45_25
q114_5_africa|_africa|q114_5520|q114_5|CURRENCY|AFRICAN: South America - Funds of funds|45_26
q114_6_africa|_africa|q114_6521|q114_6|CURRENCY|AFRICAN: South America - Non-listed debt products|45_27
q11ROW4_Total_africa|_africa|q11ROW4_hidden522|q11ROW4_Total|CURRENCY|AFRICAN: South America - TOTAL|45_28
q115_1_africa|_africa|q115_1523|q115_1|CURRENCY|AFRICAN: Africa - Non-listed/ commingled real estate funds/private REITs|45_29
q115_2_africa|_africa|q115_2524|q115_2|CURRENCY|AFRICAN: Africa - Separate accounts investing directly into real estate|45_30
q115_3_africa|_africa|q115_3525|q115_3|CURRENCY|AFRICAN: Africa - Separate accounts investing into indirect vehicles|45_31
q115_4_africa|_africa|q115_4526|q115_4|CURRENCY|AFRICAN: Africa - Joint ventures and club deals|45_32
q115_5_africa|_africa|q115_5527|q115_5|CURRENCY|AFRICAN: Africa - Funds of funds|45_33
q115_6_africa|_africa|q115_6528|q115_6|CURRENCY|AFRICAN: Africa - Non-listed debt products|45_34
q11ROW5_Total_africa|_africa|q11ROW5_hidden529|q11ROW5_Total|CURRENCY|AFRICAN: Africa - TOTAL|45_35
q11COL1_Total_africa|_africa|q11COL1_hidden530|q11COL1_Total|CURRENCY|AFRICAN: TOTAL - Non-listed/ commingled real estate funds/private REITs|45_36
q11COL2_Total_africa|_africa|q11COL2_hidden531|q11COL2_Total|CURRENCY|AFRICAN: TOTAL - Separate accounts investing directly into real estate|45_37
q11COL3_Total_africa|_africa|q11COL3_hidden532|q11COL3_Total|CURRENCY|AFRICAN: TOTAL - Separate accounts investing into indirect vehicles|45_38
q11COL4_Total_africa|_africa|q11COL4_hidden533|q11COL4_Total|CURRENCY|AFRICAN: TOTAL - Joint ventures and club deals|45_39
q11COL5_Total_africa|_africa|q11COL5_hidden534|q11COL5_Total|CURRENCY|AFRICAN: TOTAL - Funds of funds|45_40
q11COL6_Total_africa|_africa|q11COL6_hidden535|q11COL6_Total|CURRENCY|AFRICAN: TOTAL - Non-listed debt products|45_41
q11GRANDTotal_africa|_africa|q11GRANDTotal_hidden536|q11GRANDTotal|CURRENCY|AFRICAN TOTAL Capital Raised in 2020 for your African strategy by investor domicile|45_42
q12_africa|_africa|q1222222|q12|SINGLE|For your African strategy*, for which sector-strategy did your company raise institutional capital for non-listed vehicles in 2020?|46
_africa|_africa||||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by targeted multi-sector (million)?|47
q131_1_africa|_africa|q131_133333|q131_1|CURRENCY|AFRICAN: Main sectors - Non-listed/ commingled real estate funds/private REITs|47_1
q131_2_africa|_africa|q131_244444|q131_2|CURRENCY|AFRICAN: Main sectors - Separate accounts investing directly into real estate|47_2
q131_3_africa|_africa|q131_355555|q131_3|CURRENCY|AFRICAN: Main sectors - Separate accounts investing into indirect vehicles|47_3
q131_4_africa|_africa|q131_466666|q131_4|CURRENCY|AFRICAN: Main sectors - Joint ventures and club deals|47_4
q131_5_africa|_africa|q131_577777|q131_5|CURRENCY|AFRICAN: Main sectors - Funds of funds|47_5
q131_6_africa|_africa|q131_688888|q131_6|CURRENCY|AFRICAN: Main sectors - Non-listed debt products|47_6
q13ROW1_Total_africa|_africa|q13ROW1_Total99999|q13ROW1_Total|CURRENCY|AFRICAN: TOTAL - Main sectors |47_7
q132_1_africa|_africa|q132_11010101010|q132_1|CURRENCY|AFRICAN:  Alternative sectors - Non-listed/ commingled real estate funds/private REITs|47_8
q132_2_africa|_africa|q132_21111111111|q132_2|CURRENCY|AFRICAN:  Alternative sectors - Separate accounts investing directly into real estate|47_9
q132_3_africa|_africa|q132_31212121212|q132_3|CURRENCY|AFRICAN:  Alternative sectors - Separate accounts investing into indirect vehicles|47_10
q132_4_africa|_africa|q132_41313131313|q132_4|CURRENCY|AFRICAN:  Alternative sectors - Joint ventures and club deals|47_11
q132_5_africa|_africa|q132_51414141414|q132_5|CURRENCY|AFRICAN:  Alternative sectors - Funds of funds|47_12
q132_6_africa|_africa|q132_61515151515|q132_6|CURRENCY|AFRICAN:  Alternative sectors - Non-listed debt products|47_13
q13ROW2_Total_africa|_africa|q13ROW2_Total1616161616|q13ROW2_Total|CURRENCY|AFRICAN:  TOTAL - Alternative sectors|47_14
q13COL1_Total_africa|_africa|q13COL1_Total1717171717|q13COL1_Total|CURRENCY|AFRICAN: TOTAL - Non-listed/ commingled real estate funds/private REITs|47_15
q13COL2_Total_africa|_africa|q13COL2_Total1818181818|q13COL2_Total|CURRENCY|AFRICAN: TOTAL - Separate accounts investing directly into real estate|47_16
q13COL3_Total_africa|_africa|q13COL3_Total1919191919|q13COL3_Total|CURRENCY|AFRICAN: TOTAL - Separate accounts investing into indirect vehicles|47_17
q13COL4_Total_africa|_africa|q13COL4_Total2020202020|q13COL4_Total|CURRENCY|AFRICAN: TOTAL - Joint ventures and club deals|47_18
q13COL5_Total_africa|_africa|q13COL5_Total2121212121|q13COL5_Total|CURRENCY|AFRICAN: TOTAL - Funds of funds|47_19
q13COL6_Total_africa|_africa|q13COL6_Total2222222222|q13COL6_Total|CURRENCY|AFRICAN: TOTAL - Non-listed debt products|47_20
q13GRANDTotal_africa|_africa|q13GRANDTotal2323232323|q13GRANDTotal|CURRENCY|AFRICAN TOTAL Raised by targeted multi-sector|47_21
_africa|_africa||||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by targeted sector (million)?|48
q141_1_africa|_africa|q141_12424242424|q141_1|CURRENCY|AFRICAN: Office - Non-listed/ commingled real estate funds/private REITs|48_1
q141_2_africa|_africa|q141_22525252525|q141_2|CURRENCY|AFRICAN: Office - Separate accounts investing directly into real estate|48_2
q141_3_africa|_africa|q141_32626262626|q141_3|CURRENCY|AFRICAN: Office - Separate accounts investing into indirect vehicles|48_3
q141_4_africa|_africa|q141_42727272727|q141_4|CURRENCY|AFRICAN: Office - Joint ventures and club deals|48_4
q141_5_africa|_africa|q141_52828282828|q141_5|CURRENCY|AFRICAN: Office - Funds of funds|48_5
q141_6_africa|_africa|q141_62929292929|q141_6|CURRENCY|AFRICAN: Office - Non-listed debt products|48_6
q14ROW1_Total_africa|_africa|q14ROW1_Total3030303030|q14ROW1_Total|CURRENCY|AFRICAN: TOTAL Office|48_7
q142_1_africa|_africa|q142_13131313131|q142_1|CURRENCY|AFRICAN: Retail - Non-listed/ commingled real estate funds/private REITs|48_8
q142_2_africa|_africa|q142_23232323232|q142_2|CURRENCY|AFRICAN: Retail - Separate accounts investing directly into real estate|48_9
q142_3_africa|_africa|q142_33333333333|q142_3|CURRENCY|AFRICAN: Retail - Separate accounts investing into indirect vehicles|48_10
q142_4_africa|_africa|q142_43434343434|q142_4|CURRENCY|AFRICAN: Retail - Joint ventures and club deals|48_11
q142_5_africa|_africa|q142_53535353535|q142_5|CURRENCY|AFRICAN: Retail - Funds of funds|48_12
q142_6_africa|_africa|q142_63636363636|q142_6|CURRENCY|Non-listed debt products|48_13
q14ROW2_Total_africa|_africa|q14ROW2_Total3737373737|q14ROW2_Total|CURRENCY|AFRICAN: TOTAL Retail|48_14
q143_1_africa|_africa|q143_13838383838|q143_1|CURRENCY|AFRICAN: Industrial / logistics - Non-listed/ commingled real estate funds/private REITs|48_15
q143_2_africa|_africa|q143_23939393939|q143_2|CURRENCY|AFRICAN: Industrial / logistics - Separate accounts investing directly into real estate|48_16
q143_3_africa|_africa|q143_34040404040|q143_3|CURRENCY|AFRICAN: Industrial / logistics - Separate accounts investing into indirect vehicles|48_17
q143_4_africa|_africa|q143_44141414141|q143_4|CURRENCY|AFRICAN: Industrial / logistics - Joint ventures and club deals|48_18
q143_5_africa|_africa|q143_54242424242|q143_5|CURRENCY|AFRICAN: Industrial / logistics - Funds of funds|48_19
q143_6_africa|_africa|q143_64343434343|q143_6|CURRENCY|AFRICAN: Industrial / logistics - Non-listed debt products|48_20
q14ROW3_Total_africa|_africa|q14ROW3_Total4444444444|q14ROW3_Total|CURRENCY|AFRICAN: TOTAL Industrial / logistics|48_21
q144_1_africa|_africa|q144_14545454545|q144_1|CURRENCY|AFRICAN: Residential / multi-family/apartments - Non-listed/ commingled real estate funds/private REITs|48_22
q144_2_africa|_africa|q144_24646464646|q144_2|CURRENCY|AFRICAN: Residential / multi-family/apartments - Separate accounts investing directly into real estate|48_23
q144_3_africa|_africa|q144_34747474747|q144_3|CURRENCY|AFRICAN: Residential / multi-family/apartments - Separate accounts investing into indirect vehicles|48_24
q144_4_africa|_africa|q144_44848484848|q144_4|CURRENCY|AFRICAN: Residential / multi-family/apartments - Joint ventures and club deals|48_25
q144_5_africa|_africa|q144_54949494949|q144_5|CURRENCY|AFRICAN: Residential / multi-family/apartments - Funds of funds|48_26
q144_6_africa|_africa|q144_65050505050|q144_6|CURRENCY|AFRICAN: Residential / multi-family/apartments - Non-listed debt products|48_27
q14ROW4_Total_africa|_africa|q14ROW4_Total5151515151|q14ROW4_Total|CURRENCY|AFRICAN: TOTAL Residential / multi-family/apartments|48_28
q145_1_africa|_africa|q145_15252525252|q145_1|CURRENCY|AFRICAN: Student housing - Non-listed/ commingled real estate funds/private REITs|48_29
q145_2_africa|_africa|q145_25353535353|q145_2|CURRENCY|AFRICAN: Student housing - Separate accounts investing directly into real estate|48_30
q145_3_africa|_africa|q145_35454545454|q145_3|CURRENCY|AFRICAN: Student housing - Separate accounts investing into indirect vehicles|48_31
q145_4_africa|_africa|q145_45555555555|q145_4|CURRENCY|AFRICAN: Student housing - Joint ventures and club deals|48_32
q145_5_africa|_africa|q145_55656565656|q145_5|CURRENCY|AFRICAN: Student housing - Funds of funds|48_33
q145_6_africa|_africa|q145_65757575757|q145_6|CURRENCY|AFRICAN: Student housing - Non-listed debt products|48_34
q14ROW5_Total_africa|_africa|q14ROW5_Total5858585858|q14ROW5_Total|CURRENCY|AFRICAN: TOTAL Student housing |48_35
q146_1_africa|_africa|q146_15959595959|q146_1|CURRENCY|AFRICAN: Senior living / aged care / health care - Non-listed/ commingled real estate funds/private REITs|48_36
q146_2_africa|_africa|q146_26060606060|q146_2|CURRENCY|AFRICAN: Senior living / aged care / health care - Separate accounts investing directly into real estate|48_37
q146_3_africa|_africa|q146_36161616161|q146_3|CURRENCY|AFRICAN: Senior living / aged care / health care - Separate accounts investing into indirect vehicles|48_38
q146_4_africa|_africa|q146_46262626262|q146_4|CURRENCY|AFRICAN: Senior living / aged care / health care - Joint ventures and club deals|48_39
q146_5_africa|_africa|q146_56363636363|q146_5|CURRENCY|AFRICAN: Senior living / aged care / health care - Funds of funds|48_40
q146_6_africa|_africa|q146_6646464642|q146_6|CURRENCY|AFRICAN: Senior living / aged care / health care - Non-listed debt products|48_41
q14ROW6_Total_africa|_africa|q14ROW6_Total656565653|q14ROW6_Total|CURRENCY|AFRICAN: TOTAL Senior living / aged care / health care|48_42
q147_1_africa|_africa|q147_1666666664|q147_1|CURRENCY|AFRICAN: Hotel / leisure - Non-listed/ commingled real estate funds/private REITs|48_43
q147_2_africa|_africa|q147_2676767675|q147_2|CURRENCY|AFRICAN: Hotel / leisure - Separate accounts investing directly into real estate|48_44
q147_3_africa|_africa|q147_3686868686|q147_3|CURRENCY|AFRICAN: Hotel / leisure - Separate accounts investing into indirect vehicles|48_45
q147_4_africa|_africa|q147_4696969697|q147_4|CURRENCY|AFRICAN: Hotel / leisure - Joint ventures and club deals|48_46
q147_5_africa|_africa|q147_5707070708|q147_5|CURRENCY|AFRICAN: Hotel / leisure - Funds of funds|48_47
q147_6_africa|_africa|q147_6717171719|q147_6|CURRENCY|AFRICAN: Hotel / leisure - Non-listed debt products|48_48
q14ROW7_Total_africa|_africa|q14ROW7_Total7272727210|q14ROW7_Total|CURRENCY|AFRICAN: TOTAL Hotel / leisure|48_49
q148_1_africa|_africa|q148_17373737311|q148_1|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Non-listed/ commingled real estate funds/private REITs|48_50
q148_2_africa|_africa|q148_27474747412|q148_2|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Separate accounts investing directly into real estate|48_51
q148_3_africa|_africa|q148_37575757513|q148_3|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Separate accounts investing into indirect vehicles|48_52
q148_4_africa|_africa|q148_47676767614|q148_4|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Joint ventures and club deals|48_53
q148_5_africa|_africa|q148_57777777715|q148_5|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Funds of funds|48_54
q148_6_africa|_africa|q148_67878787816|q148_6|CURRENCY|AFRICAN: Other (incl land, parking, self storage) - Non-listed debt products|48_55
q14ROW8_Total_africa|_africa|q14ROW8_Total7979797917|q14ROW8_Total|CURRENCY|AFRICAN: TOTAL Other (incl land, parking, self storage)|48_56
q14COL1_Total_africa|_africa|q14COL1_Total8080808018|q14COL1_Total|CURRENCY|AFRICAN: TOTAL Non-listed/ commingled real estate funds/private REITs|48_57
q14COL2_Total_africa|_africa|q14COL2_Total8181818119|q14COL2_Total|CURRENCY|AFRICAN: TOTAL Separate accounts investing directly into real estate|48_58
